agency_cd,site_no,datetime,116034_72019_00003,116034_72019_00003_cd
USGS,452033122195901,2010-06-13,63.09,A
USGS,452033122195901,2010-06-14,63.07,A
USGS,452033122195901,2010-06-15,62.91,A
USGS,452033122195901,2010-06-16,62.86,A
USGS,452033122195901,2010-06-17,62.9,A
USGS,452033122195901,2010-06-18,62.75,A
USGS,452033122195901,2010-06-19,62.81,A
USGS,452033122195901,2010-06-20,62.88,A
USGS,452033122195901,2010-06-21,62.86,A
USGS,452033122195901,2010-06-22,62.79,A
USGS,452033122195901,2010-06-23,62.7,A
USGS,452033122195901,2010-06-24,63.16,A
USGS,452033122195901,2010-06-25,62.92,A
USGS,452033122195901,2010-06-26,63.47,A
USGS,452033122195901,2010-06-27,63.18,A
USGS,452033122195901,2010-06-28,64.23,A
USGS,452033122195901,2010-06-29,64.11,A
USGS,452033122195901,2010-06-30,64.76,A
USGS,452033122195901,2010-07-01,64.34,A
USGS,452033122195901,2010-07-02,63.2,A
USGS,452033122195901,2010-07-03,63.19,A
USGS,452033122195901,2010-07-04,63.14,A
USGS,452033122195901,2010-07-05,63.03,A
USGS,452033122195901,2010-07-06,63.04,A
USGS,452033122195901,2010-07-07,63.11,A
USGS,452033122195901,2010-07-08,63.26,A
USGS,452033122195901,2010-07-09,63.34,A
USGS,452033122195901,2010-07-10,63.3,A
USGS,452033122195901,2010-07-11,63.2,A
USGS,452033122195901,2010-07-12,63.25,A
USGS,452033122195901,2010-07-13,64.31,A
USGS,452033122195901,2010-07-14,64.33,A
USGS,452033122195901,2010-07-15,63.66,A
USGS,452033122195901,2010-07-16,63.59,A
USGS,452033122195901,2010-07-17,63.33,A
USGS,452033122195901,2010-07-18,63.32,A
USGS,452033122195901,2010-07-19,63.89,A
USGS,452033122195901,2010-07-20,63.47,A
USGS,452033122195901,2010-07-21,64.26,A
USGS,452033122195901,2010-07-22,64.56,A
USGS,452033122195901,2010-07-23,64.15,A
USGS,452033122195901,2010-07-24,64.64,A
USGS,452033122195901,2010-07-25,64.11,A
USGS,452033122195901,2010-07-26,63.79,A
USGS,452033122195901,2010-07-27,64.48,A
USGS,452033122195901,2010-07-28,64.59,A
USGS,452033122195901,2010-07-29,64.31,A
USGS,452033122195901,2010-07-30,64.17,A
USGS,452033122195901,2010-07-31,63.81,A
USGS,452033122195901,2010-08-01,63.79,A
USGS,452033122195901,2010-08-02,63.75,A
USGS,452033122195901,2010-08-03,64.15,A
USGS,452033122195901,2010-08-04,63.91,A
USGS,452033122195901,2010-08-05,64.77,A
USGS,452033122195901,2010-08-06,64.3,A
USGS,452033122195901,2010-08-07,63.62,A
USGS,452033122195901,2010-08-08,63.45,A
USGS,452033122195901,2010-08-09,63.46,A
USGS,452033122195901,2010-08-10,64.04,A
USGS,452033122195901,2010-08-11,64.36,A
USGS,452033122195901,2010-08-12,65.54,A
USGS,452033122195901,2010-08-13,64.58,A
USGS,452033122195901,2010-08-14,64.06,A
USGS,452033122195901,2010-08-15,63.93,A
USGS,452033122195901,2010-08-16,64.47,A
USGS,452033122195901,2010-08-17,65.56,A
USGS,452033122195901,2010-08-18,64.57,A
USGS,452033122195901,2010-08-19,65.08,A
USGS,452033122195901,2010-08-20,64.48,A
USGS,452033122195901,2010-08-21,65.29,A
USGS,452033122195901,2010-08-22,64.42,A
USGS,452033122195901,2010-08-23,64.85,A
USGS,452033122195901,2010-08-24,65.15,A
USGS,452033122195901,2010-08-25,64.94,A
USGS,452033122195901,2010-08-26,64.32,A
USGS,452033122195901,2010-08-27,63.88,A
USGS,452033122195901,2010-08-28,64.32,A
USGS,452033122195901,2010-08-29,64.11,A
USGS,452033122195901,2010-08-30,64.16,A
USGS,452033122195901,2010-08-31,64.32,A
USGS,452033122195901,2010-09-01,63.97,A
USGS,452033122195901,2010-09-02,64.19,A
USGS,452033122195901,2010-09-03,64.57,A
USGS,452033122195901,2010-09-04,64.64,A
USGS,452033122195901,2010-09-05,63.86,A
USGS,452033122195901,2010-09-06,63.74,A
USGS,452033122195901,2010-09-07,63.46,A
USGS,452033122195901,2010-09-08,63.27,A
USGS,452033122195901,2010-09-09,63.37,A
USGS,452033122195901,2010-09-10,63.43,A
USGS,452033122195901,2010-09-11,63.44,A
USGS,452033122195901,2010-09-12,63.59,A
USGS,452033122195901,2010-09-13,63.55,A
USGS,452033122195901,2010-09-14,63.32,A
USGS,452033122195901,2010-09-15,63.75,A
USGS,452033122195901,2010-09-16,63.29,A
USGS,452033122195901,2010-09-17,63.09,A
USGS,452033122195901,2010-09-18,63.04,A
USGS,452033122195901,2010-09-19,63.01,A
USGS,452033122195901,2010-09-20,63.13,A
USGS,452033122195901,2010-09-21,63.09,A
USGS,452033122195901,2010-09-22,63.04,A
USGS,452033122195901,2010-09-23,63.14,A
USGS,452033122195901,2010-09-24,63.25,A
USGS,452033122195901,2010-09-25,63.4,A
USGS,452033122195901,2010-09-26,63.14,A
USGS,452033122195901,2010-09-27,63.09,A
USGS,452033122195901,2010-09-28,63.07,A
USGS,452033122195901,2010-09-29,62.98,A
USGS,452033122195901,2010-09-30,62.86,A
USGS,452033122195901,2010-10-01,63.07,A
USGS,452033122195901,2010-10-02,63.03,A
USGS,452033122195901,2010-10-03,62.97,A
USGS,452033122195901,2010-10-04,63.1,A
USGS,452033122195901,2010-10-05,63.18,A
USGS,452033122195901,2010-10-06,63.42,A
USGS,452033122195901,2010-10-07,63.14,A
USGS,452033122195901,2010-10-08,63.05,A
USGS,452033122195901,2010-10-09,63.07,A
USGS,452033122195901,2010-10-10,63.09,A
USGS,452033122195901,2010-10-11,63.21,A
USGS,452033122195901,2010-10-12,63.01,A
USGS,452033122195901,2010-10-13,62.85,A
USGS,452033122195901,2010-10-14,62.87,A
USGS,452033122195901,2010-10-15,62.97,A
USGS,452033122195901,2010-10-16,62.83,A
USGS,452033122195901,2010-10-17,62.89,A
USGS,452033122195901,2010-10-18,62.92,A
USGS,452033122195901,2010-10-19,62.78,A
USGS,452033122195901,2010-10-20,62.64,A
USGS,452033122195901,2010-10-21,62.68,A
USGS,452033122195901,2010-10-22,62.74,A
USGS,452033122195901,2010-10-23,62.62,A
USGS,452033122195901,2010-10-24,62.48,A
USGS,452033122195901,2010-10-25,62.86,A
USGS,452033122195901,2010-10-26,63.04,A
USGS,452033122195901,2010-10-27,63.0,A
USGS,452033122195901,2010-10-28,62.88,A
USGS,452033122195901,2010-10-29,62.92,A
USGS,452033122195901,2010-10-30,62.71,A
USGS,452033122195901,2010-10-31,62.94,A
USGS,452033122195901,2010-11-01,63.06,A
USGS,452033122195901,2010-11-02,63.22,A
USGS,452033122195901,2010-11-03,62.95,A
USGS,452033122195901,2010-11-04,62.76,A
USGS,452033122195901,2010-11-05,62.61,A
USGS,452033122195901,2010-11-06,62.57,A
USGS,452033122195901,2010-11-07,62.68,A
USGS,452033122195901,2010-11-08,62.97,A
USGS,452033122195901,2010-11-09,62.67,A
USGS,452033122195901,2010-11-10,62.93,A
USGS,452033122195901,2010-11-11,63.16,A
USGS,452033122195901,2010-11-12,63.4,A
USGS,452033122195901,2010-11-13,63.17,A
USGS,452033122195901,2010-11-14,62.95,A
USGS,452033122195901,2010-11-15,62.8,A
USGS,452033122195901,2010-11-16,62.73,A
USGS,452033122195901,2010-11-17,62.46,A
USGS,452033122195901,2010-11-18,62.48,A
USGS,452033122195901,2010-11-19,62.36,A
USGS,452033122195901,2010-11-20,62.28,A
USGS,452033122195901,2010-11-21,62.37,A
USGS,452033122195901,2010-11-22,62.44,A
USGS,452033122195901,2010-11-23,62.81,A
USGS,452033122195901,2010-11-24,63.13,A
USGS,452033122195901,2010-11-25,63.06,A
USGS,452033122195901,2010-11-26,62.73,A
USGS,452033122195901,2010-11-27,62.58,A
USGS,452033122195901,2010-11-28,62.88,A
USGS,452033122195901,2010-11-29,63.09,A
USGS,452033122195901,2010-11-30,62.86,A
USGS,452033122195901,2010-12-01,62.78,A
USGS,452033122195901,2010-12-02,62.77,A
USGS,452033122195901,2010-12-03,62.82,A
USGS,452033122195901,2010-12-04,62.72,A
USGS,452033122195901,2010-12-05,62.69,A
USGS,452033122195901,2010-12-06,62.71,A
USGS,452033122195901,2010-12-07,62.69,A
USGS,452033122195901,2010-12-08,62.57,A
USGS,452033122195901,2010-12-09,62.58,A
USGS,452033122195901,2010-12-10,62.75,A
USGS,452033122195901,2010-12-11,62.75,A
USGS,452033122195901,2010-12-12,62.7,A
USGS,452033122195901,2010-12-13,62.48,A
USGS,452033122195901,2010-12-14,62.25,A
USGS,452033122195901,2010-12-15,62.55,A
USGS,452033122195901,2010-12-16,62.52,A
USGS,452033122195901,2010-12-17,62.32,A
USGS,452033122195901,2010-12-18,62.07,A
USGS,452033122195901,2010-12-19,62.01,A
USGS,452033122195901,2010-12-20,62.16,A
USGS,452033122195901,2010-12-21,62.37,A
USGS,452033122195901,2010-12-22,62.58,A
USGS,452033122195901,2010-12-23,62.8,A
USGS,452033122195901,2010-12-24,62.69,A
USGS,452033122195901,2010-12-25,62.44,A
USGS,452033122195901,2010-12-26,62.62,A
USGS,452033122195901,2010-12-27,62.87,A
USGS,452033122195901,2010-12-28,62.36,A
USGS,452033122195901,2010-12-29,62.3,A
USGS,452033122195901,2010-12-30,62.68,A
USGS,452033122195901,2010-12-31,62.74,A
USGS,452033122195901,2011-01-01,62.73,A
USGS,452033122195901,2011-01-02,62.75,A
USGS,452033122195901,2011-01-03,62.74,A
USGS,452033122195901,2011-01-04,62.78,A
USGS,452033122195901,2011-01-05,62.78,A
USGS,452033122195901,2011-01-06,62.69,A
USGS,452033122195901,2011-01-07,62.52,A
USGS,452033122195901,2011-01-08,62.46,A
USGS,452033122195901,2011-01-09,62.45,A
USGS,452033122195901,2011-01-10,62.57,A
USGS,452033122195901,2011-01-11,62.33,A
USGS,452033122195901,2011-01-12,62.25,A
USGS,452033122195901,2011-01-13,62.29,A
USGS,452033122195901,2011-01-14,62.65,A
USGS,452033122195901,2011-01-15,62.52,A
USGS,452033122195901,2011-01-16,62.16,A
USGS,452033122195901,2011-01-17,62.43,A
USGS,452033122195901,2011-01-18,62.34,A
USGS,452033122195901,2011-01-19,62.5,A
USGS,452033122195901,2011-01-20,62.48,A
USGS,452033122195901,2011-01-21,62.26,A
USGS,452033122195901,2011-01-22,62.31,A
USGS,452033122195901,2011-01-23,62.18,A
USGS,452033122195901,2011-01-24,62.07,A
USGS,452033122195901,2011-01-25,62.19,A
USGS,452033122195901,2011-01-26,62.11,A
USGS,452033122195901,2011-01-27,61.96,A
USGS,452033122195901,2011-01-28,61.81,A
USGS,452033122195901,2011-01-29,61.78,A
USGS,452033122195901,2011-01-30,61.9,A
USGS,452033122195901,2011-01-31,62.17,A
USGS,452033122195901,2011-02-01,62.26,A
USGS,452033122195901,2011-02-02,62.19,A
USGS,452033122195901,2011-02-03,62.2,A
USGS,452033122195901,2011-02-04,62.08,A
USGS,452033122195901,2011-02-05,61.97,A
USGS,452033122195901,2011-02-06,61.89,A
USGS,452033122195901,2011-02-07,61.81,A
USGS,452033122195901,2011-02-08,61.85,A
USGS,452033122195901,2011-02-09,61.92,A
USGS,452033122195901,2011-02-10,61.74,A
USGS,452033122195901,2011-02-11,61.56,A
USGS,452033122195901,2011-02-12,61.4,A
USGS,452033122195901,2011-02-13,61.46,A
USGS,452033122195901,2011-02-14,61.06,A
USGS,452033122195901,2011-02-15,61.1,A
USGS,452033122195901,2011-02-16,61.12,A
USGS,452033122195901,2011-02-17,61.29,A
USGS,452033122195901,2011-02-18,61.45,A
USGS,452033122195901,2011-02-19,61.44,A
USGS,452033122195901,2011-02-20,61.64,A
USGS,452033122195901,2011-02-21,61.62,A
USGS,452033122195901,2011-02-22,61.64,A
USGS,452033122195901,2011-02-23,61.57,A
USGS,452033122195901,2011-02-24,61.51,A
USGS,452033122195901,2011-02-25,61.59,A
USGS,452033122195901,2011-02-26,61.52,A
USGS,452033122195901,2011-02-27,61.27,A
USGS,452033122195901,2011-02-28,61.22,A
USGS,452033122195901,2011-03-01,61.35,A
USGS,452033122195901,2011-03-02,61.19,A
USGS,452033122195901,2011-03-03,61.53,A
USGS,452033122195901,2011-03-04,61.54,A
USGS,452033122195901,2011-03-05,61.5,A
USGS,452033122195901,2011-03-06,61.35,A
USGS,452033122195901,2011-03-07,61.23,A
USGS,452033122195901,2011-03-08,61.23,A
USGS,452033122195901,2011-03-09,61.24,A
USGS,452033122195901,2011-03-10,61.1,A
USGS,452033122195901,2011-03-11,61.28,A
USGS,452033122195901,2011-03-12,61.1,A
USGS,452033122195901,2011-03-13,60.91,A
USGS,452033122195901,2011-03-14,61.11,A
USGS,452033122195901,2011-03-15,60.86,A
USGS,452033122195901,2011-03-16,60.96,A
USGS,452033122195901,2011-03-17,61.0,A
USGS,452033122195901,2011-03-18,60.72,A
USGS,452033122195901,2011-03-19,60.64,A
USGS,452033122195901,2011-03-20,60.36,A
USGS,452033122195901,2011-03-21,60.55,A
USGS,452033122195901,2011-03-22,60.89,A
USGS,452033122195901,2011-03-23,60.62,A
USGS,452033122195901,2011-03-24,60.35,A
USGS,452033122195901,2011-03-25,60.5,A
USGS,452033122195901,2011-03-26,60.5,A
USGS,452033122195901,2011-03-27,60.62,A
USGS,452033122195901,2011-03-28,60.98,A
USGS,452033122195901,2011-03-29,60.95,A
USGS,452033122195901,2011-03-30,61.03,A
USGS,452033122195901,2011-03-31,60.97,A
USGS,452033122195901,2011-04-01,60.62,A
USGS,452033122195901,2011-04-02,60.63,A
USGS,452033122195901,2011-04-03,60.85,A
USGS,452033122195901,2011-04-04,60.63,A
USGS,452033122195901,2011-04-05,60.54,A
USGS,452033122195901,2011-04-06,60.31,A
USGS,452033122195901,2011-04-07,60.26,A
USGS,452033122195901,2011-04-08,60.26,A
USGS,452033122195901,2011-04-09,60.24,A
USGS,452033122195901,2011-04-10,60.31,A
USGS,452033122195901,2011-04-11,60.46,A
USGS,452033122195901,2011-04-12,60.27,A
USGS,452033122195901,2011-04-13,60.11,A
USGS,452033122195901,2011-04-14,60.27,A
USGS,452033122195901,2011-04-15,60.12,A
USGS,452033122195901,2011-04-16,60.04,A
USGS,452033122195901,2011-04-17,59.99,A
USGS,452033122195901,2011-04-18,59.96,A
USGS,452033122195901,2011-04-19,60.03,A
USGS,452033122195901,2011-04-20,59.73,A
USGS,452033122195901,2011-04-21,59.93,A
USGS,452033122195901,2011-04-22,59.9,A
USGS,452033122195901,2011-04-23,59.58,A
USGS,452033122195901,2011-04-24,59.59,A
USGS,452033122195901,2011-04-25,59.52,A
USGS,452033122195901,2011-04-26,59.82,A
USGS,452033122195901,2011-04-27,59.81,A
USGS,452033122195901,2011-04-28,59.77,A
USGS,452033122195901,2011-04-29,59.92,A
USGS,452033122195901,2011-04-30,59.99,A
USGS,452033122195901,2011-05-01,59.78,A
USGS,452033122195901,2011-05-02,59.66,A
USGS,452033122195901,2011-05-03,59.85,A
USGS,452033122195901,2011-05-04,59.64,A
USGS,452033122195901,2011-05-05,59.42,A
USGS,452033122195901,2011-05-06,59.26,A
USGS,452033122195901,2011-05-07,59.1,A
USGS,452033122195901,2011-05-08,59.16,A
USGS,452033122195901,2011-05-09,59.35,A
USGS,452033122195901,2011-05-10,59.33,A
USGS,452033122195901,2011-05-11,59.16,A
USGS,452033122195901,2011-05-12,59.41,A
USGS,452033122195901,2011-05-13,59.21,A
USGS,452033122195901,2011-05-14,58.93,A
USGS,452033122195901,2011-05-15,58.86,A
USGS,452033122195901,2011-05-16,59.07,A
USGS,452033122195901,2011-05-17,58.91,A
USGS,452033122195901,2011-05-18,59.08,A
USGS,452033122195901,2011-05-19,59.27,A
USGS,452033122195901,2011-05-20,59.3,A
USGS,452033122195901,2011-05-21,59.24,A
USGS,452033122195901,2011-05-22,59.16,A
USGS,452033122195901,2011-05-23,59.13,A
USGS,452033122195901,2011-05-24,59.06,A
USGS,452033122195901,2011-05-25,58.86,A
USGS,452033122195901,2011-05-26,58.94,A
USGS,452033122195901,2011-05-27,58.93,A
USGS,452033122195901,2011-05-28,58.91,A
USGS,452033122195901,2011-05-29,58.9,A
USGS,452033122195901,2011-05-30,58.84,A
USGS,452033122195901,2011-05-31,58.87,A
USGS,452033122195901,2011-06-01,58.9,A
USGS,452033122195901,2011-06-02,58.99,A
USGS,452033122195901,2011-06-03,58.92,A
USGS,452033122195901,2011-06-04,58.8,A
USGS,452033122195901,2011-06-05,58.82,A
USGS,452033122195901,2011-06-06,58.84,A
USGS,452033122195901,2011-06-07,58.96,A
USGS,452033122195901,2011-06-08,58.95,A
USGS,452033122195901,2011-06-09,58.92,A
USGS,452033122195901,2011-06-10,58.86,A
USGS,452033122195901,2011-06-11,58.69,A
USGS,452033122195901,2011-06-12,58.64,A
USGS,452033122195901,2011-06-13,58.78,A
USGS,452033122195901,2011-06-14,58.98,A
USGS,452033122195901,2011-06-15,58.89,A
USGS,452033122195901,2011-06-16,58.7,A
USGS,452033122195901,2011-06-17,58.57,A
USGS,452033122195901,2011-06-18,58.57,A
USGS,452033122195901,2011-06-19,58.67,A
USGS,452033122195901,2011-06-20,58.62,A
USGS,452033122195901,2011-06-21,58.59,A
USGS,452033122195901,2011-06-22,58.59,A
USGS,452033122195901,2011-06-23,58.75,A
USGS,452033122195901,2011-06-24,58.74,A
USGS,452033122195901,2011-06-25,58.68,A
USGS,452033122195901,2011-06-26,58.66,A
USGS,452033122195901,2011-06-27,58.52,A
USGS,452033122195901,2011-06-28,58.52,A
USGS,452033122195901,2011-06-29,58.59,A
USGS,452033122195901,2011-06-30,58.87,A
USGS,452033122195901,2011-07-01,59.19,A
USGS,452033122195901,2011-07-02,59.77,A
USGS,452033122195901,2011-07-03,59.36,A
USGS,452033122195901,2011-07-04,60.71,A
USGS,452033122195901,2011-07-05,59.53,A
USGS,452033122195901,2011-07-06,59.45,A
USGS,452033122195901,2011-07-07,59.02,A
USGS,452033122195901,2011-07-08,59.12,A
USGS,452033122195901,2011-07-09,59.12,A
USGS,452033122195901,2011-07-10,59.51,A
USGS,452033122195901,2011-07-11,58.99,A
USGS,452033122195901,2011-07-12,58.68,A
USGS,452033122195901,2011-07-13,58.66,A
USGS,452033122195901,2011-07-14,58.83,A
USGS,452033122195901,2011-07-15,58.63,A
USGS,452033122195901,2011-07-16,58.56,A
USGS,452033122195901,2011-07-17,58.62,A
USGS,452033122195901,2011-07-18,58.83,A
USGS,452033122195901,2011-07-19,58.85,A
USGS,452033122195901,2011-07-20,58.86,A
USGS,452033122195901,2011-07-21,58.7,A
USGS,452033122195901,2011-07-22,58.67,A
USGS,452033122195901,2011-07-23,59.39,A
USGS,452033122195901,2011-07-24,59.6,A
USGS,452033122195901,2011-07-25,59.6,A
USGS,452033122195901,2011-07-26,59.17,A
USGS,452033122195901,2011-07-27,60.09,A
USGS,452033122195901,2011-07-28,59.64,A
USGS,452033122195901,2011-07-29,59.44,A
USGS,452033122195901,2011-07-30,59.83,A
USGS,452033122195901,2011-07-31,59.79,A
USGS,452033122195901,2011-08-01,59.15,A
USGS,452033122195901,2011-08-02,59.41,A
USGS,452033122195901,2011-08-03,59.58,A
USGS,452033122195901,2011-08-04,59.27,A
USGS,452033122195901,2011-08-05,59.89,A
USGS,452033122195901,2011-08-06,59.42,A
USGS,452033122195901,2011-08-07,59.37,A
USGS,452033122195901,2011-08-08,59.18,A
USGS,452033122195901,2011-08-09,59.66,A
USGS,452033122195901,2011-08-10,59.52,A
USGS,452033122195901,2011-08-11,59.34,A
USGS,452033122195901,2011-08-12,59.6,A
USGS,452033122195901,2011-08-13,59.41,A
USGS,452033122195901,2011-08-14,59.55,A
USGS,452033122195901,2011-08-15,59.65,A
USGS,452033122195901,2011-08-16,60.25,A
USGS,452033122195901,2011-08-17,59.99,A
USGS,452033122195901,2011-08-18,59.83,A
USGS,452033122195901,2011-08-19,59.96,A
USGS,452033122195901,2011-08-20,59.79,A
USGS,452033122195901,2011-08-21,59.61,A
USGS,452033122195901,2011-08-22,60.29,A
USGS,452033122195901,2011-08-23,59.78,A
USGS,452033122195901,2011-08-24,59.59,A
USGS,452033122195901,2011-08-25,59.5,A
USGS,452033122195901,2011-08-26,59.47,A
USGS,452033122195901,2011-08-27,60.56,A
USGS,452033122195901,2011-08-28,60.45,A
USGS,452033122195901,2011-08-29,59.83,A
USGS,452033122195901,2011-08-30,59.91,A
USGS,452033122195901,2011-08-31,59.66,A
USGS,452033122195901,2011-09-01,59.75,A
USGS,452033122195901,2011-09-02,59.69,A
USGS,452033122195901,2011-09-03,60.06,A
USGS,452033122195901,2011-09-04,60.21,A
USGS,452033122195901,2011-09-05,59.82,A
USGS,452033122195901,2011-09-06,60.51,A
USGS,452033122195901,2011-09-07,60.55,A
USGS,452033122195901,2011-09-08,60.39,A
USGS,452033122195901,2011-09-09,61.18,A
USGS,452033122195901,2011-09-10,60.74,A
USGS,452033122195901,2011-09-11,60.09,A
USGS,452033122195901,2011-09-12,60.9,A
USGS,452033122195901,2011-09-13,60.61,A
USGS,452033122195901,2011-09-14,60.8,A
USGS,452033122195901,2011-09-15,60.25,A
USGS,452033122195901,2011-09-16,60.18,A
USGS,452033122195901,2011-09-17,59.99,A
USGS,452033122195901,2011-09-18,59.95,A
USGS,452033122195901,2011-09-19,59.93,A
USGS,452033122195901,2011-09-20,59.82,A
USGS,452033122195901,2011-09-21,59.91,A
USGS,452033122195901,2011-09-22,59.83,A
USGS,452033122195901,2011-09-23,60.13,A
USGS,452033122195901,2011-09-24,60.09,A
USGS,452033122195901,2011-09-25,59.85,A
USGS,452033122195901,2011-09-26,59.86,A
USGS,452033122195901,2011-09-27,60.01,A
USGS,452033122195901,2011-09-28,60.04,A
USGS,452033122195901,2011-09-29,59.91,A
USGS,452033122195901,2011-09-30,59.76,A
USGS,452033122195901,2011-10-01,59.77,A
USGS,452033122195901,2011-10-02,59.79,A
USGS,452033122195901,2011-10-03,59.73,A
USGS,452033122195901,2011-10-04,59.54,A
USGS,452033122195901,2011-10-05,59.63,A
USGS,452033122195901,2011-10-06,59.96,A
USGS,452033122195901,2011-10-07,60.19,A
USGS,452033122195901,2011-10-08,60.08,A
USGS,452033122195901,2011-10-09,59.89,A
USGS,452033122195901,2011-10-10,59.58,A
USGS,452033122195901,2011-10-11,59.84,A
USGS,452033122195901,2011-10-12,60.14,A
USGS,452033122195901,2011-10-13,59.95,A
USGS,452033122195901,2011-10-14,59.84,A
USGS,452033122195901,2011-10-15,59.87,A
USGS,452033122195901,2011-10-16,60.02,A
USGS,452033122195901,2011-10-17,60.19,A
USGS,452033122195901,2011-10-18,59.9,A
USGS,452033122195901,2011-10-19,59.86,A
USGS,452033122195901,2011-10-20,59.93,A
USGS,452033122195901,2011-10-21,60.07,A
USGS,452033122195901,2011-10-22,60.09,A
USGS,452033122195901,2011-10-23,59.98,A
USGS,452033122195901,2011-10-24,60.09,A
USGS,452033122195901,2011-10-25,60.16,A
USGS,452033122195901,2011-10-26,60.09,A
USGS,452033122195901,2011-10-27,59.98,A
USGS,452033122195901,2011-10-28,59.84,A
USGS,452033122195901,2011-10-29,60.03,A
USGS,452033122195901,2011-10-30,59.98,A
USGS,452033122195901,2011-10-31,60.23,A
USGS,452033122195901,2011-11-01,60.26,A
USGS,452033122195901,2011-11-02,59.86,A
USGS,452033122195901,2011-11-03,59.71,A
USGS,452033122195901,2011-11-04,59.83,A
USGS,452033122195901,2011-11-05,59.77,A
USGS,452033122195901,2011-11-06,60.02,A
USGS,452033122195901,2011-11-07,60.28,A
USGS,452033122195901,2011-11-08,60.29,A
USGS,452033122195901,2011-11-09,60.19,A
USGS,452033122195901,2011-11-10,60.12,A
USGS,452033122195901,2011-11-11,59.82,A
USGS,452033122195901,2011-11-12,59.97,A
USGS,452033122195901,2011-11-13,60.13,A
USGS,452033122195901,2011-11-14,60.21,A
USGS,452033122195901,2011-11-15,60.4,A
USGS,452033122195901,2011-11-16,60.16,A
USGS,452033122195901,2011-11-17,60.0,A
USGS,452033122195901,2011-11-18,59.86,A
USGS,452033122195901,2011-11-19,60.03,A
USGS,452033122195901,2011-11-20,60.15,A
USGS,452033122195901,2011-11-21,60.09,A
USGS,452033122195901,2011-11-22,59.97,A
USGS,452033122195901,2011-11-23,60.05,A
USGS,452033122195901,2011-11-24,60.24,A
USGS,452033122195901,2011-11-25,60.74,A
USGS,452033122195901,2011-11-26,60.79,A
USGS,452033122195901,2011-11-27,60.55,A
USGS,452033122195901,2011-11-28,60.71,A
USGS,452033122195901,2011-11-29,60.57,A
USGS,452033122195901,2011-11-30,60.7,A
USGS,452033122195901,2011-12-01,60.77,A
USGS,452033122195901,2011-12-02,60.55,A
USGS,452033122195901,2011-12-03,60.56,A
USGS,452033122195901,2011-12-04,60.59,A
USGS,452033122195901,2011-12-05,60.52,A
USGS,452033122195901,2011-12-06,60.49,A
USGS,452033122195901,2011-12-07,60.49,A
USGS,452033122195901,2011-12-08,60.37,A
USGS,452033122195901,2011-12-09,60.32,A
USGS,452033122195901,2011-12-10,60.33,A
USGS,452033122195901,2011-12-11,60.27,A
USGS,452033122195901,2011-12-12,60.37,A
USGS,452033122195901,2011-12-13,60.32,A
USGS,452033122195901,2011-12-14,60.47,A
USGS,452033122195901,2011-12-15,60.63,A
USGS,452033122195901,2011-12-16,60.81,A
USGS,452033122195901,2011-12-17,60.56,A
USGS,452033122195901,2011-12-18,60.59,A
USGS,452033122195901,2011-12-19,60.77,A
USGS,452033122195901,2011-12-20,60.72,A
USGS,452033122195901,2011-12-21,60.79,A
USGS,452033122195901,2011-12-22,60.74,A
USGS,452033122195901,2011-12-23,60.87,A
USGS,452033122195901,2011-12-24,60.76,A
USGS,452033122195901,2011-12-25,60.63,A
USGS,452033122195901,2011-12-26,60.71,A
USGS,452033122195901,2011-12-27,60.54,A
USGS,452033122195901,2011-12-28,60.38,A
USGS,452033122195901,2011-12-29,60.44,A
USGS,452033122195901,2011-12-30,60.44,A
USGS,452033122195901,2011-12-31,60.89,A
USGS,452033122195901,2012-01-01,61.01,A
USGS,452033122195901,2012-01-02,60.75,A
USGS,452033122195901,2012-01-03,60.96,A
USGS,452033122195901,2012-01-04,60.85,A
USGS,452033122195901,2012-01-05,61.01,A
USGS,452033122195901,2012-01-06,60.94,A
USGS,452033122195901,2012-01-07,61.08,A
USGS,452033122195901,2012-01-08,60.98,A
USGS,452033122195901,2012-01-09,60.91,A
USGS,452033122195901,2012-01-10,61.02,A
USGS,452033122195901,2012-01-11,60.98,A
USGS,452033122195901,2012-01-12,60.9,A
USGS,452033122195901,2012-01-13,60.92,A
USGS,452033122195901,2012-01-14,60.74,A
USGS,452033122195901,2012-01-15,60.72,A
USGS,452033122195901,2012-01-16,60.96,A
USGS,452033122195901,2012-01-17,60.77,A
USGS,452033122195901,2012-01-18,60.52,A
USGS,452033122195901,2012-01-19,60.41,A
USGS,452033122195901,2012-01-20,60.37,A
USGS,452033122195901,2012-01-21,60.5,A
USGS,452033122195901,2012-01-22,60.69,A
USGS,452033122195901,2012-01-23,60.95,A
USGS,452033122195901,2012-01-24,60.96,A
USGS,452033122195901,2012-01-25,61.26,A
USGS,452033122195901,2012-01-26,61.34,A
USGS,452033122195901,2012-01-27,61.51,A
USGS,452033122195901,2012-01-28,61.33,A
USGS,452033122195901,2012-01-29,60.94,A
USGS,452033122195901,2012-01-30,60.95,A
USGS,452033122195901,2012-01-31,60.93,A
USGS,452033122195901,2012-02-01,61.04,A
USGS,452033122195901,2012-02-02,61.19,A
USGS,452033122195901,2012-02-03,60.98,A
USGS,452033122195901,2012-02-04,61.04,A
USGS,452033122195901,2012-02-05,61.07,A
USGS,452033122195901,2012-02-06,60.85,A
USGS,452033122195901,2012-02-07,60.81,A
USGS,452033122195901,2012-02-08,61.14,A
USGS,452033122195901,2012-02-09,61.16,A
